fecha,producto_unificado,producto_representativo,carrefour,coope,coto,dia,disco,vea
2026-03-01,Hamburguesa Vegetal Soja Vegetalex 300g,Hamburguesa Vegetalex Soja 300 Gr,6319.0,,,,7050.0,
2026-03-01,Hamburguesa Vegetal Tradicional Vegetalex 226g,Burger 100 Vegetal 226 Gr Vegetalex,7079.0,,7079.0,7075.0,7900.0,
2026-03-01,Hot Dogs 100% Vegetal Vegetalex 225g,Alimento a base de vegetales Vegetalex hot dog x6.,7079.0,,7079.0,7075.0,7900.0,
2026-03-01,Medallon NotBurger Quick NotCo 130 Gr.,Medallon NotBurger Quick NotCo 130 Gr.,,,,3265.0,,
2026-03-01,"Medallones Vegetales Calabaza, Avena y Chía Vegetalex 300g",Medallones De Calabaza Avena Y Chia Vegetalex 300g,6320.0,,6322.0,6320.0,,6700.0
2026-03-01,Medallones Vegetales Espinaca Vegetalex 300g,Medallones De Espinaca Vegetalex 300g,6320.0,,6322.0,6320.0,7050.0,
2026-03-01,Medallones Vegetales Legumbres y Quinoa Vegetalex 300g,Medallones De Legumbres Y Quinoa Vegetalex 300g,6319.0,6550.0,6322.0,,,
2026-03-01,Medallones Vegetales Verduras Vegetalex 300g,Medallones De Verduras Vegetalex 300g,6319.0,6550.0,6322.0,,7050.0,6700.0
2026-03-01,Milanesa de Soja Calabaza Vegetalex 340g,Milanesa Vegetalex Calabaza 340 Gr Vegetalex,,4809.0,4885.0,,5450.0,5050.0
2026-03-01,Milanesa de Soja Cebolla Vegetalex 340g,Milanesa Vegetalex Cebolla 340 Gr Vegetalex,4885.0,,4885.0,,5450.0,5050.0
2026-03-01,Milanesa de Soja Espinaca Vegetalex 340g,Milanesa De Soja Con Espinaca Vegetalex 340 Gr.,4885.0,,4885.0,4885.0,5450.0,5050.0
2026-03-01,Milanesa de Soja Vegetalex Tradicional 340g,Milanesa de Soja Vegetalex Tradicional 340 Gr.,,,4439.0,4410.0,,
2026-03-01,NotMila Chicken 220 Gr.,NotMila Chicken 220 Gr.,,,,5155.0,,
2026-03-01,Nuggets 100% Vegetal Vegetalex 300g,Nuggets 100 Vegetal 300 Gr Vegetalex,7079.0,,7079.0,,7900.0,7350.0
2026-03-01,Snack de Arroz Sabor Queso Vegetalex 40g,Snack De Arroz Sabor Queso Vegetalex 40g,,,1712.99,,,
2026-03-01,Snack de Arroz con Chocolate Vegetalex 60g,Snack De Arroz Con Chocolate Vegetalex 60g,,,2473.99,,,
2026-03-01,Snack de Arroz y Quinoa Vegetalex 40g,Snack De Arroz Y Quinoa Vegetalex 40g,,,1712.99,,,
