fecha,producto_unificado,producto_representativo,carrefour,coope,coto,dia,disco,vea
2026-05-12,Hamburguesa Vegetal Soja Vegetalex 300g,Hamburguesa de soja Vegetalex 4 u.,7269.0,,,,7050.0,6700.0
2026-05-12,Hamburguesa Vegetal Tradicional Vegetalex 226g,Hamburguesa De Soja Vegetalex Tradicional 226 Gr.,7079.0,,,7715.0,7900.0,7550.0
2026-05-12,Hot Dogs 100% Vegetal Vegetalex 225g,Alimento a base de vegetales Vegetalex hot dog x6.,7079.0,,,7715.0,7900.0,
2026-05-12,Medallon NotBurger Quick NotCo 130 Gr.,Medallon NotBurger Quick NotCo 130 Gr.,,,,3500.0,,
2026-05-12,"Medallones Vegetales Calabaza, Avena y Chía Vegetalex 300g",Medallones de Sabor Calabaza Avena y Chia 300 Grs x 4 Un Vegetalex,6320.0,,,6890.0,7050.0,6700.0
2026-05-12,Medallones Vegetales Espinaca Vegetalex 300g,Medallones de Sabor Espinaca 300 Grs x 4 Un Vegetalex,6320.0,,,6890.0,7050.0,
2026-05-12,Medallones Vegetales Legumbres y Quinoa Vegetalex 300g,Medallones De Legumbres Y Quinoa Vegetalex X4 300grs,6889.0,6969.0,,,7050.0,6700.0
2026-05-12,Medallones Vegetales Verduras Vegetalex 300g,Medallones De Verduras Vegetalex X4 300grs,6319.0,6969.0,,,7050.0,6700.0
2026-05-12,Medallón NotBurger Parrillera NotCo 220 Gr.,Medallón NotBurger Parrillera NotCo 220 Gr.,,,,4260.0,,
2026-05-12,Milanesa de Soja Calabaza Vegetalex 340g,Milanesa de calabaza Vegetalex 4 uni,4885.0,,,,5450.0,
2026-05-12,Milanesa de Soja Cebolla Vegetalex 340g,Milanesa de soja y cebolla Vegetalex 4 uni,4885.0,,,,5450.0,
2026-05-12,Milanesa de Soja Espinaca Vegetalex 340g,Milanesa De Soja Con Espinaca Vegetalex 340 Gr.,4885.0,,,5320.0,5450.0,
2026-05-12,Milanesa de Soja Vegetalex Tradicional 340g,Milanesa de Soja Vegetalex Tradicional 340 Gr.,4410.0,,,4840.0,4950.0,
2026-05-12,NotChicken Nuggets 300 Gr.,NotChicken Nuggets 300 Gr.,,,,7945.0,,
2026-05-12,NotMila Chicken 220 Gr.,NotMila Chicken 220 Gr.,,,,5740.0,,
2026-05-12,NotMila Meat 220 Gr.,NotMila Meat 220 Gr.,,,,4960.0,,
2026-05-12,Nuggets 100% Vegetal Vegetalex 300g,Nuggets Vegetales 300 Grs Vegetalex,7079.0,,,,7900.0,7350.0
