fecha,producto_unificado,producto_representativo,carrefour,coope,coto,dia,disco,vea
2026-05-09,Hamburguesa Vegetal Soja Vegetalex 300g,Hamburguesa de soja Vegetalex 4 u.,7269.0,,,,7050.0,4355.0
2026-05-09,Hamburguesa Vegetal Tradicional Vegetalex 226g,Hamburguesa De Soja Vegetalex Tradicional 226 Gr.,7079.0,,,7715.0,7900.0,4907.5
2026-05-09,Hot Dogs 100% Vegetal Vegetalex 225g,Alimento a base de vegetales Vegetalex hot dog x6.,7079.0,,,7715.0,7900.0,4907.5
2026-05-09,"Medallones Vegetales Calabaza, Avena y Chía Vegetalex 300g",Medallones de Sabor Calabaza Avena y Chia 300 Grs x 4 Un Vegetalex,6320.0,,,6890.0,7050.0,4355.0
2026-05-09,Medallones Vegetales Espinaca Vegetalex 300g,Medallones de Sabor Espinaca 300 Grs x 4 Un Vegetalex,6320.0,,,6890.0,7050.0,
2026-05-09,Medallones Vegetales Legumbres y Quinoa Vegetalex 300g,Medallones De Legumbres Y Quinoa Vegetalex X4 300grs,6889.0,6969.0,,,7050.0,4355.0
2026-05-09,Medallones Vegetales Verduras Vegetalex 300g,Medallones De Verduras Vegetalex X4 300grs,6319.0,6969.0,,,7050.0,4355.0
2026-05-09,Milanesa de Soja Calabaza Vegetalex 340g,Milanesa de calabaza Vegetalex 4 uni,4885.0,,,,5450.0,3282.5
2026-05-09,Milanesa de Soja Cebolla Vegetalex 340g,Milanesa de soja y cebolla Vegetalex 4 uni,4885.0,,,,5450.0,
2026-05-09,Milanesa de Soja Espinaca Vegetalex 340g,Milanesa De Soja Con Espinaca Vegetalex 340 Gr.,4885.0,,,5320.0,5450.0,
2026-05-09,Milanesa de Soja Vegetalex Tradicional 340g,Milanesa de Soja Vegetalex Tradicional 340 Gr.,4410.0,,,4840.0,4950.0,
2026-05-09,Nuggets 100% Vegetal Vegetalex 300g,Nuggets Vegetales 300 Grs Vegetalex,7079.0,,,,7900.0,4777.5
