fecha,producto,carrefour,coope,coto,dia,disco,vea
2026-05-24,Hamburguesa De Soja Vegetalex Tradicional 226 Gr.,,,,$ 7.649,,
2026-05-24,Hamburguesa de soja Vegetalex 4 u.,"$ 7.719,00",,,,,
2026-05-24,Hamburguesas Veganas 226 Grs x 2 Un Vegetalex,,,,,$8.150,$7.650
2026-05-24,Hamburguesas de Soja Tradicionales 300 Grs x 4 Un Vegetalex,,,,,$7.350,$7.050
2026-05-24,Hot Dogs Vegetalex 100% Vegetal 225 Gr.,,,,$ 7.550,,
2026-05-24,Medallon NotBurger Quick NotCo 130 Gr.,,,,$ 2.275,,
2026-05-24,Medallones De Legumbres Y Quinoa Vegetalex X4 300grs,,"$$6.969,00",,,,
2026-05-24,Medallones De Verduras Vegetalex X4 300grs,,"$$6.969,00",,,,
2026-05-24,Medallones de Legumbres y Quinoa 300 Grs x 4 Un Vegetalex,,,,,$7.350,$7.050
2026-05-24,Medallones de Sabor Calabaza Avena y Chia 300 Grs x 4 Un Vegetalex,,,,,$7.350,$7.050
2026-05-24,Medallones de Sabor Espinaca 300 Grs x 4 Un Vegetalex,,,,,$7.350,$7.050
2026-05-24,Medallones de Verduras 300 Grs x 4 Un Vegetalex,,,,,$7.350,$7.050
2026-05-24,Medallón NotBurger Parrillera NotCo 220 Gr.,,,,$ 4.615,,
2026-05-24,"Medallón Vegetalex Calabaza, Avena y Chía 300 Gr.",,,,$ 6.829,,
2026-05-24,Medallón Vegetalex Espinaca 300 Gr.,,,,$ 6.829,,
2026-05-24,Medallón de calabaza avena y chia Vegetalex en caja 4 uni,"$ 6.829,00",,,,,
2026-05-24,Medallón de espinaca Vegetalex en caja 4 uni,"$ 6.829,00",,,,,
2026-05-24,Medallón de legumbres y quinoa Vegetalex en caja 4 uni,"$ 6.889,00",,,,,
2026-05-24,Medallón de vegetal burguer Vegetalex 2 uni,"$ 7.649,00",,,,,
2026-05-24,Medallón de verduras Vegetalex en caja 4 uni,"$ 6.829,00",,,,,
2026-05-24,Milanesa De Soja Con Espinaca Vegetalex 340 Gr.,,,,$ 5.200,,
2026-05-24,Milanesa de Soja Vegetalex Tradicional 340 Gr.,,,,$ 4.750,,
2026-05-24,Milanesa de calabaza Vegetalex 4 uni,"$ 5.259,00",,,,,
2026-05-24,Milanesa de soja Vegetalex 4 uni,"$ 4.750,00",,,,,
2026-05-24,Milanesa de soja y cebolla Vegetalex 4 uni,"$ 5.320,00",,,,,
2026-05-24,Milanesa de soja y espinaca congelada Vegetalex 4 uni,"$ 5.200,00",,,,,
2026-05-24,Milanesas de Soja Sabor Calabaza 340 Grs x 4 Un Vegetalex,,,,,$5.550,$5.050
2026-05-24,Milanesas de Soja Sabor Cebolla 340 Grs x 4 Un Vegetalex,,,,,$5.550,$5.050
2026-05-24,Milanesas de Soja Sabor Espinaca 340 Grs x 4 Un Vegetalex,,,,,$5.550,$5.050
2026-05-24,Milanesas de Soja Tradicionales 340 Grs x 4 Un Vegetalex,,,,,$5.100,$4.800
2026-05-24,NotChicken Nuggets 300 Gr.,,,,"$ 5.164,25",,
2026-05-24,NotMila Chicken 220 Gr.,,,,$ 3.731,,
2026-05-24,NotMila Meat 220 Gr.,,,,$ 3.224,,
2026-05-24,Nuggets 100 Vegetal 300 Gr Vegetalex,,,,,$8.100,$7.600
2026-05-24,Nuggets vegetal Vegetalex 300 g.,"$ 7.649,00",,,,,
2026-05-24,Salchichas Vegetarianas 225 Grs x 6 Un Vegetalex,,,,,$8.150,$7.650
