fecha,producto,carrefour,coope,coto,dia,disco,vea
2026-03-16,Alimento a base de vegetales Vegetalex hot dog x6.,"$ 7.079,00",,,,,
2026-03-16,Burger 100 Vegetal 226 Gr Vegetalex,,,,,$7.900,
2026-03-16,Hamburguesa De Soja Vegetalex Tradicional 226 Gr.,,,,$ 7.075,,
2026-03-16,Hamburguesa Vegetalex Soja 300 Gr,,,,,$7.050,
2026-03-16,Hamburguesa de soja Vegetalex 4 u.,"$ 6.319,00",,,,,
2026-03-16,Hot Dogs Vegetalex 100% Vegetal 225 Gr.,,,,$ 7.075,,
2026-03-16,Medallon NotBurger Quick NotCo 130 Gr.,,,,$ 2.275,,
2026-03-16,Medallones De Legumbres Y Quinoa Vegetalex X4 300grs,,"$$6.550,00",,,,
2026-03-16,Medallones De Verduras Vegetalex X4 300grs,,"$$6.550,00",,,,
2026-03-16,Medallón Calabaza 300 Gr Vegetalex,,,,,$7.050,
2026-03-16,Medallón Espinaca 300 Gr Vegetalex,,,,,$7.050,
2026-03-16,Medallón Legumbres 300 Gr Vegetalex,,,,,$7.050,
2026-03-16,Medallón NotBurger Parrillera NotCo 220 Gr.,,,,$ 4.615,,
2026-03-16,"Medallón Vegetalex Calabaza, Avena y Chía 300 Gr.",,,,$ 6.320,,
2026-03-16,Medallón Vegetalex Espinaca 300 Gr.,,,,$ 6.320,,
2026-03-16,Medallón Verduras 300 Gr Vegetalex,,,,,$7.050,$6.700
2026-03-16,Medallón de calabaza avena y chia Vegetalex en caja 4 uni,"$ 6.320,00",,,,,
2026-03-16,Medallón de espinaca Vegetalex en caja 4 uni,"$ 6.320,00",,,,,
2026-03-16,Medallón de legumbres y quinoa Vegetalex en caja 4 uni,"$ 6.319,00",,,,,
2026-03-16,Medallón de vegetal burguer Vegetalex 2 uni,"$ 7.079,00",,,,,
2026-03-16,Medallón de verduras Vegetalex en caja 4 uni,"$ 6.319,00",,,,,
2026-03-16,Milanesa De Soja Con Espinaca Vegetalex 340 Gr.,,,,$ 4.885,,
2026-03-16,Milanesa Vegetalex Calabaza 340 Gr Vegetalex,,,,,$5.450,$5.050
2026-03-16,Milanesa Vegetalex Cebolla 340 Gr Vegetalex,,,,,$5.450,$5.050
2026-03-16,Milanesa Vegetalex Espinaca 340 Gr Vegetalex,,,,,$5.450,$5.050
2026-03-16,Milanesa Vegetalex Tradicional 340 Gr Vegetalex,,,,,$4.950,
2026-03-16,Milanesa de Soja Vegetalex Tradicional 340 Gr.,,,,$ 4.410,,
2026-03-16,Milanesa de calabaza Vegetalex 4 uni,"$ 4.885,00",,,,,
2026-03-16,Milanesa de soja Vegetalex 4 uni,"$ 4.410,00",,,,,
2026-03-16,Milanesa de soja y cebolla Vegetalex 4 uni,"$ 4.885,00",,,,,
2026-03-16,Milanesa de soja y espinaca congelada Vegetalex 4 uni,"$ 4.885,00",,,,,
2026-03-16,Milanesas De Soja Vegetalex Con Calabaza X4 340grs,,"$$4.809,00",,,,
2026-03-16,NotChicken Nuggets 300 Gr.,,,,"$ 5.167,50",,
2026-03-16,NotMila Chicken 220 Gr.,,,,$ 3.354,,
2026-03-16,NotMila Crispy Rellena Espinaca 240 Gr.,,,,$ 5.930,,
2026-03-16,NotMila Meat 220 Gr.,,,,$ 3.224,,
2026-03-16,Nuggets 100 Vegetal 300 Gr Vegetalex,,,,,$7.900,
2026-03-16,Nuggets vegetal Vegetalex 300 g.,"$ 7.079,00",,,,,
