fecha,producto,carrefour,coope,coto,dia,disco,vea
2026-09-03,Alimento a base de vegetales Vegetalex hot dog x6.,"$ 7.649,00",,,,,
2026-09-03,Burger De Origen Vegetal Vegetalex 226g,,,"$7.649,00",,,
2026-09-03,Hamburguesa De Soja Vegetalex Tradicional 226 Gr.,,,,$ 8.230,,
2026-09-03,Hamburguesas Veganas 226 Grs x 2 Un Vegetalex,,,,,,$7.990
2026-09-03,Hamburguesas de Soja Tradicionales 300 Grs x 4 Un Vegetalex,,,,,"$7.350,00",$7.190
2026-09-03,Hot Dogs De Origen Vegetal Vegetalex 225g,,,"$7.649,00",,,
2026-09-03,Hot Dogs Vegetalex 100% Vegetal 225 Gr.,,,,$ 8.125,,
2026-09-03,Medallones De Calabaza Avena Y Chia Vegetalex 300g,,,"$6.829,00",,,
2026-09-03,Medallones De Espinaca Vegetalex 300g,,,"$6.829,00",,,
2026-09-03,Medallones De Legumbres Y Quinoa Vegetalex 300g,,,"$6.829,00",,,
2026-09-03,Medallones De Verduras Vegetalex 300g,,,"$6.829,00",,,
2026-09-03,Medallones de Legumbres y Quinoa 300 Grs x 4 Un Vegetalex,,,,,"$7.350,00",$7.190
2026-09-03,Medallones de Sabor Calabaza Avena y Chia 300 Grs x 4 Un Vegetalex,,,,,"$7.350,00",$7.190
2026-09-03,Medallones de Sabor Espinaca 300 Grs x 4 Un Vegetalex,,,,,"$7.350,00",$7.190
2026-09-03,Medallones de Verduras 300 Grs x 4 Un Vegetalex,,,,,"$7.350,00",$7.190
2026-09-03,"Medallón Vegetalex Calabaza, Avena y Chía 300 Gr.",,,,$ 4.098,,
2026-09-03,Medallón Vegetalex Espinaca 300 Gr.,,,,$ 7.350,,
2026-09-03,Medallón de calabaza avena y chia Vegetalex en caja 4 uni,"$ 6.829,00",,,,,
2026-09-03,Medallón de espinaca Vegetalex en caja 4 uni,"$ 6.829,00",,,,,
2026-09-03,Medallón de vegetal burguer Vegetalex 2 uni,"$ 7.649,00",,,,,
2026-09-03,Medallón de verduras Vegetalex en caja 4 uni,"$ 7.279,00",,,,,
2026-09-03,Milanesa De Soja Con Espinaca Vegetalex 340 Gr.,,,,$ 3.150,,
2026-09-03,Milanesa de Soja Vegetalex Tradicional 340 Gr.,,,,$ 5.110,,
2026-09-03,Milanesa de calabaza Vegetalex 4 uni,"$ 4.214,25",,,,,
2026-09-03,Milanesa de soja Vegetalex 4 uni,"$ 3.562,50",,,,,
2026-09-03,Milanesa de soja y espinaca congelada Vegetalex 4 uni,"$ 3.944,25",,,,,
2026-09-03,Milanesas De Soja Con Calabaza Vegetalex 340g,,,"$5.259,00",,,
2026-09-03,Milanesas De Soja Con Cebolla Vegetalex 340g,,,"$5.329,00",,,
2026-09-03,Milanesas De Soja Con Espinaca Vegetalex 340g,,,"$5.259,00",,,
2026-09-03,Milanesas De Soja Tradicional Vegetalex 340g,,,"$4.789,00",,,
2026-09-03,Milanesas de Soja Sabor Calabaza 340 Grs x 4 Un Vegetalex,,,,,,$5.390
2026-09-03,Milanesas de Soja Sabor Cebolla 340 Grs x 4 Un Vegetalex,,,,,"$5.550,00",$5.390
2026-09-03,Milanesas de Soja Sabor Espinaca 340 Grs x 4 Un Vegetalex,,,,,,$5.390
2026-09-03,Milanesas de Soja Tradicionales 340 Grs x 4 Un Vegetalex,,,,,"$5.100,00",$4.800
2026-09-03,Nuggets De Origen Vegetal Vegetalex 300g,,,"$7.649,00",,,
2026-09-03,Nuggets Vegetales 300 Grs Vegetalex,,,,,"$8.100,00",$7.690
2026-09-03,Nuggets vegetal Vegetalex 300 g.,"$ 7.649,00",,,,,
2026-09-03,Salchichas Vegetarianas 225 Grs x 6 Un Vegetalex,,,,,"$8.550,00",$7.990
2026-09-03,Snack De Arroz Con Chocolate Vegetalex 60g,,,"$2.697,00",,,
2026-09-03,Snack De Arroz Sabor Queso Vegetalex 40g,,,"$1.868,00",,,
2026-09-03,Snack De Arroz Y Quinoa Vegetalex 40g,,,"$1.868,00",,,
