fecha,producto,carrefour,coope,coto,dia,disco,vea
2026-08-21,Alimento a base de vegetales Vegetalex hot dog x6.,"$ 7.649,00",,,,,
2026-08-21,Burger De Origen Vegetal Vegetalex 226g,,,"$7.649,00",,,
2026-08-21,Hamburguesa De Soja Vegetalex Tradicional 226 Gr.,,,,$ 7.649,,
2026-08-21,Hamburguesas Veganas 226 Grs x 2 Un Vegetalex,,,,,"$8.150,00","$4.972,5"
2026-08-21,Hamburguesas de Soja Tradicionales 300 Grs x 4 Un Vegetalex,,,,,"$7.350,00",
2026-08-21,Hot Dogs De Origen Vegetal Vegetalex 225g,,,"$7.649,00",,,
2026-08-21,Hot Dogs Vegetalex 100% Vegetal 225 Gr.,,,,$ 7.550,,
2026-08-21,Medallones De Calabaza Avena Y Chia Vegetalex 300g,,,"$4.438,85",,,
2026-08-21,Medallones De Espinaca Vegetalex 300g,,,"$4.438,85",,,
2026-08-21,Medallones De Legumbres Y Quinoa Vegetalex 300g,,,"$6.829,00",,,
2026-08-21,Medallones De Verduras Vegetalex 300g,,,"$6.829,00",,,
2026-08-21,Medallones De Verduras Vegetalex X4 300grs,,"$5.512,50",,,,
2026-08-21,Medallones de Legumbres y Quinoa 300 Grs x 4 Un Vegetalex,,,,,"$7.350,00","$4.582,5"
2026-08-21,Medallones de Sabor Calabaza Avena y Chia 300 Grs x 4 Un Vegetalex,,,,,"$7.350,00","$4.582,5"
2026-08-21,Medallones de Sabor Espinaca 300 Grs x 4 Un Vegetalex,,,,,"$7.350,00","$4.582,5"
2026-08-21,Medallones de Verduras 300 Grs x 4 Un Vegetalex,,,,,"$7.350,00","$4.582,5"
2026-08-21,"Medallón Vegetalex Calabaza, Avena y Chía 300 Gr.",,,,$ 6.830,,
2026-08-21,Medallón Vegetalex Espinaca 300 Gr.,,,,$ 6.830,,
2026-08-21,Medallón de calabaza avena y chia Vegetalex en caja 4 uni,"$ 6.829,00",,,,,
2026-08-21,Medallón de espinaca Vegetalex en caja 4 uni,"$ 6.829,00",,,,,
2026-08-21,Medallón de vegetal burguer Vegetalex 2 uni,"$ 7.649,00",,,,,
2026-08-21,Medallón de verduras Vegetalex en caja 4 uni,"$ 7.279,00",,,,,
2026-08-21,Milanesa De Soja Con Espinaca Vegetalex 340 Gr.,,,,$ 4.190,,
2026-08-21,Milanesa de Soja Vegetalex Tradicional 340 Gr.,,,,$ 4.750,,
2026-08-21,Milanesa de calabaza Vegetalex 4 uni,"$ 5.619,00",,,,,
2026-08-21,Milanesa de soja Vegetalex 4 uni,"$ 4.750,00",,,,,
2026-08-21,Milanesa de soja y espinaca congelada Vegetalex 4 uni,"$ 5.259,00",,,,,
2026-08-21,Milanesas De Soja Con Calabaza Vegetalex 340g,,,"$3.418,35",,,
2026-08-21,Milanesas De Soja Con Cebolla Vegetalex 340g,,,"$3.463,85",,,
2026-08-21,Milanesas De Soja Con Espinaca Vegetalex 340g,,,"$3.418,35",,,
2026-08-21,Milanesas De Soja Tradicional Vegetalex 340g,,,"$3.112,85",,,
2026-08-21,Milanesas de Soja Sabor Calabaza 340 Grs x 4 Un Vegetalex,,,,,"$5.550,00","$3.282,5"
2026-08-21,Milanesas de Soja Sabor Cebolla 340 Grs x 4 Un Vegetalex,,,,,"$5.550,00","$3.282,5"
2026-08-21,Milanesas de Soja Sabor Espinaca 340 Grs x 4 Un Vegetalex,,,,,"$5.550,00","$3.282,5"
2026-08-21,Milanesas de Soja Tradicionales 340 Grs x 4 Un Vegetalex,,,,,"$5.100,00",$3.120
2026-08-21,Nuggets De Origen Vegetal Vegetalex 300g,,,"$7.649,00",,,
2026-08-21,Nuggets Vegetales 300 Grs Vegetalex,,,,,"$8.100,00",
2026-08-21,Nuggets vegetal Vegetalex 300 g.,"$ 7.649,00",,,,,
2026-08-21,Salchichas Vegetarianas 225 Grs x 6 Un Vegetalex,,,,,"$8.550,00","$5.193,5"
2026-08-21,Snack De Arroz Con Chocolate Vegetalex 60g,,,"$2.697,00",,,
2026-08-21,Snack De Arroz Sabor Queso Vegetalex 40g,,,"$1.868,00",,,
2026-08-21,Snack De Arroz Y Quinoa Vegetalex 40g,,,"$1.868,00",,,
