fecha,producto,carrefour,coope,coto,dia,disco,vea
2025-08-22,Alfajor Felices Las Vacas de chocolate 60 g.,"$ 1.289,00",,,,,
2025-08-22,Alfajor Felices Las Vacas de maicena 60 g.,"$ 1.059,00",,,,,
2025-08-22,Alfajor de chocolate blancp Felices las Vacas 60 grs,"$ 1.538,29",,,,,
2025-08-22,Alfajor de membrillo Felices las Vacas 60 grs,"$ 1.538,29",,,,,
2025-08-22,Alim Alm Clas Felices Las Vacas 200g,,,,,"$2.287,5",
2025-08-22,Alim Base Alm Unt Felices Las Vacas Cheddar 200g,,,,,$2.850,
2025-08-22,Alim Base Alm Unt Felices Las Vacas F.hierbas 200g,,,,,$2.600,
2025-08-22,Alimento A Base De Almendra Untable Cheddar 200 Gr Felices Las Vacas,,,,,"$2.137,5",
2025-08-22,Alimento A Base De Almendra Untable Tradicional 200 Gr Felices Las Vacas,,,,,"$2.137,5",
2025-08-22,Bombón Felices Las Vacas relleno 48 g.,"$ 1.249,00",,,,,
2025-08-22,Cremoso Base De Almendras Felices Las Vacas 500 Gr Felices Las Vacas,,,,,"$5.362,5",
2025-08-22,Cremoso vegano Felices Las Vacas 500 g.,"$ 6.589,00",,,,,
2025-08-22,Dulce de almendras colonial Felices las vacas 250 g.,"$ 2.250,00",,,,,
2025-08-22,Fetas veganas Felices Las Vacas sabor danbo 200 g.,"$ 2.519,00",,,,,
2025-08-22,Hummus De Garbanzo Vegano Felices Las Vacas 220grs,,"$$1.950,00",,,,
2025-08-22,Hummus de garbanzo Felices las vacas con palta 220 g.,"$ 3.439,00",,,,,
2025-08-22,Hummus vegano Felices Las Vacas 230 g.,"$ 3.360,00",,,,,
2025-08-22,Jogurtti neutro base de almendras 170 g.,"$ 1.985,00",,,,,
2025-08-22,Jogurtti vainilla base de almendras Felices las vacas 170 g.,"$ 1.855,00",,,,,
2025-08-22,Medallón de arveja Felices las Vacas chickenvil party 2 uni,"$ 2.915,00",,,,,
2025-08-22,Medallón de arveja Felices las Vacas karnevil party 2 uni,"$ 2.405,00",,,,,
2025-08-22,Medallón de arveja Felices las Vacas karnevil party 4 uni,"$ 5.259,00",,,,,
2025-08-22,Medallón de soja Felices las Vacas big classic 2 uni,"$ 2.985,00",,,,,
2025-08-22,Milanesa a base de arveja Felices las Vacas sabor carne 2 uni,"$ 3.649,00",,,,,
2025-08-22,Muzzalmendra 500 Gr Felices Las Vacas,,,,,"$5.062,5",
2025-08-22,Muzzalmendra vegana Felices Las Vacas 500 g.,"$ 6.089,00",,,,,
2025-08-22,Pasta vegana Felices Las Vacas sabor provolone 250 g.,"$ 4.685,00",,,,,
2025-08-22,Postre plant ba de chocolate Felices las Vacas 125 g.,"$ 1.569,00",,,,,
2025-08-22,Postre plant bas de dulce de leche Felices las Vacas 125 g.,"$ 1.280,00",,,,,
2025-08-22,Producto Untable A Base De Almendras Felices Las Vacas Clásico 200grs,,"$$1.890,00",,,,
2025-08-22,Producto Untable A Base De Almendras Felices Las Vacas Sabor Cheddar 200grs,,"$$1.890,00",,,,
2025-08-22,Producto Untable A Base De Almendras Felices Las Vacas Sabor Jamón Serrano 200grs,,"$$1.750,00",,,,
2025-08-22,Producto Vegetal A Base De Almendras Felices Las Vacas Sabor Mozzarella 500grs,,"$$6.400,00",,,,
2025-08-22,Producto Vegetal Cremoso Felices Las Vacas Cilindro 500grs,,"$$5.690,00",,,,
2025-08-22,Producto Vegetal Felices Las Vacas Sabor Provolone 250grs,,"$$3.990,00",,,,
2025-08-22,Queso En Hebras Sabor Mix Vegano Felices Las Vacas 150g,,,,,$3.000,
2025-08-22,Queso En Hebras Sabor Reggianito Vegano Felices Las Vacas 150g,,,,,$3.000,
2025-08-22,Queso Vegano Cheddar En Fetas Felices Las Vacas 150g,,,"$2.409,00",,,
2025-08-22,Queso Vegano Danbo En Fetas Felices Las Vacas 150g,,,"$2.519,00",,,
2025-08-22,Queso Vegano En Hebras Mix De Quesos Felices Las Vacas 150g,,,"$3.515,00",,,
2025-08-22,Queso Vegano En Hebras Reggianito Felices Las Vacas 150g,,,"$3.379,00",,,
2025-08-22,Queso Vegano FELICES LAS VACAS Cremoso Felices 500 Gr,,,"$6.589,00",,,
2025-08-22,Queso Vegano FELICES LAS VACAS Mozzarella 500 Gr,,,"$6.089,00",,,
2025-08-22,Queso Vegano FELICES LAS VACAS Provolone 250 Gr,,,"$4.685,00",,,
2025-08-22,Queso Vegano Muzzoliva Felices Las Vacas 500g,,,"$7.625,00",,,
2025-08-22,Queso cheddar en fetas Felices las Vacas 150 g.,"$ 2.409,00",,,,,
2025-08-22,Queso de almendra con oliva muzzoliva Felices las Vacas 500 grs,"$ 8.390,00",,,,,
2025-08-22,Untabla clásico cremoso Felices las vacas 200 g.,"$ 2.609,00",,,,,
2025-08-22,Untable A Base De Almendras Felices Las Vacas Sabor Dulce De Leche 250grs,,"$$2.150,00",,,,
2025-08-22,Untable fantastique finas hierbas Felices las vacas 200 g.,"$ 2.970,00",,,,,
2025-08-22,Yogur plant bas colchón de frutos rojos Felices las Vacas 125 g.,"$ 1.719,00",,,,,
2025-08-22,Yogur plant bas colchón mango y maracuya Felices las Vacas 125 g.,"$ 1.391,20",,,,,
